Brand,Model,Year,Color,fuelType,gearType,engineSize,Mileage,Region,Price
hyundai,accent,2018,white,gas,automatic,1.5,90400,eastern,32000
hyundai,accent,2018,white,gas,automatic,1.4,120000,makkah,32000
chevrolet,malibu,2015,red,gas,automatic,2.4,175500,eastern,32000
chevrolet,malibu,2016,gray,gas,automatic,2.5,203000,eastern,32000
toyota,yaris,2016,white,gas,automatic,1.5,119000,eastern,32000
kia,cerato,2016,white,gas,automatic,1.6,34000,riyadh,32000
hyundai,accent,2018,gray,gas,automatic,1.4,63012,eastern,32000
hyundai,accent,2018,gray,gas,automatic,1.4,67000,eastern,32000
hyundai,accent,2018,gray,gas,automatic,1.4,65700,eastern,32000
hyundai,accent,2018,gray,gas,automatic,1.4,64126,eastern,32000
nissan,sentra,2016,white,gas,automatic,1.6,188000,riyadh,32000
toyota,yaris,2018,gray,gas,automatic,1.5,114000,makkah,32000
ford,edge,2013,white,gas,automatic,3.5,317125,makkah,32000
chevrolet,tahoe,2007,white,gas,automatic,5.3,374000,riyadh,32000
ford,crown victoria,2010,brown,gas,automatic,4.6,267488,riyadh,32000
toyota,yaris,2017,gray,gas,automatic,1.3,137200,makkah,32000
toyota,rav4,2011,gray,gas,automatic,2.5,485000,eastern,32000
chevrolet,caprice,2009,white,gas,automatic,6,135000,riyadh,32000
ford,edge,2013,black,gas,automatic,3.5,217000,eastern,32000
nissan,datsun,2015,white,gas,manual,2,130000,makkah,32000
hyundai,accent,2019,brown,gas,automatic,1.4,91000,riyadh,32000
nissan,sunny,2019,white,gas,automatic,1.5,46000,makkah,32000
hyundai,h1,2016,gray,gas,automatic,2.4,280000,makkah,32000
kia,carens,2015,white,gas,automatic,2,147,riyadh,32000
hyundai,tucson,2013,gray,gas,automatic,2,120000,makkah,32000
hyundai,elantra,2015,white,gas,automatic,2,250000,eastern,32000
toyota,fortuner,2011,black,gas,automatic,2.7,304000,makkah,32000
chevrolet,tahoe,2008,black,gas,automatic,5.3,296000,riyadh,32000
hyundai,accent,2018,white,gas,automatic,1.4,130000,eastern,32000
gmc,yukon,2010,yellow,gas,automatic,5.3,335000,riyadh,32000
toyota,corolla,2016,gray,gas,automatic,1.6,190000,aseer,32000
toyota,yaris,2016,white,gas,automatic,1.5,100,madinah,32000
hyundai,azera,2013,gray,gas,automatic,3,284000,riyadh,32000
toyota,yaris,2016,white,gas,automatic,1.5,155000,makkah,32000
toyota,yaris,2017,gray,gas,automatic,1.5,12500,tabouk,32000
nissan,datsun,2013,white,gas,manual,1.7,273778,eastern,32000
nissan,altima,2015,black,gas,automatic,2.5,167000,eastern,32000
toyota,hilux,2009,white,gas,manual,2.7,426000,aseer,32000
hyundai,elantra,2015,white,gas,automatic,2,112000,northern borders,32000
toyota,camry,2012,brown,gas,automatic,2.5,265000,qassim,32000
hyundai,accent,2018,white,gas,automatic,1.4,105500,eastern,32000
ford,flex,2013,red,gas,automatic,3.5,204000,makkah,32000
chevrolet,silverado,2010,white,gas,automatic,5.3,143000,eastern,32000
chevrolet,tahoe,2008,black,gas,automatic,5.3,250000,riyadh,32000
toyota,corolla,2015,white,gas,automatic,1.6,312000,eastern,32000
toyota,yaris,2016,gray,gas,automatic,1.5,9800,eastern,32000
hyundai,accent,2017,white,gas,automatic,1.4,116000,eastern,32000
hyundai,accent,2017,white,gas,automatic,1.6,112000,eastern,32000
toyota,corolla,2015,other,gas,automatic,1.6,309000,eastern,32000
chevrolet,spark,2020,red,gas,automatic,1.4,96000,makkah,32000
ford,flex,2014,gray,gas,automatic,3.5,208000,eastern,32000
nissan,sentra,2016,white,gas,automatic,1.6,180172,eastern,32000
chevrolet,spark,2020,white,gas,automatic,1.4,60700,riyadh,32000
chevrolet,spark,2020,white,gas,automatic,1.4,50000,riyadh,32000
hyundai,accent,2018,white,gas,automatic,1.4,173000,madinah,32000
chevrolet,spark,2020,white,gas,automatic,1.4,102000,makkah,32000
toyota,yaris,2018,red,gas,automatic,1.5,117313,makkah,32500
nissan,sentra,2016,brown,gas,automatic,1.6,115480,riyadh,32500
kia,rio,2019,white,gas,automatic,1.4,100,riyadh,32500
nissan,sunny,2016,brown,gas,automatic,1.5,88000,riyadh,32500
hyundai,elantra,2014,gray,gas,automatic,2,119000,riyadh,33000
hyundai,accent,2019,gray,gas,automatic,1.6,105444,riyadh,33000
hyundai,accent,2018,gray,gas,automatic,1.4,124975,riyadh,33000
hyundai,elantra,2016,other,gas,automatic,2,119000,riyadh,33000
toyota,innova,2014,blue,gas,automatic,2.7,123000,eastern,33000
hyundai,sonata,2016,white,gas,automatic,2.4,10600,makkah,33000
kia,cerato,2018,gray,gas,automatic,1.6,161000,riyadh,33000
hyundai,accent,2018,white,gas,automatic,1.4,127000,makkah,33000
toyota,corolla,2015,red,gas,manual,1.6,128333,eastern,33000
chevrolet,caprice,2010,gray,gas,automatic,3.6,283000,riyadh,33000
toyota,yaris,2017,white,gas,automatic,1.4,50000,riyadh,33000
toyota,fortuner,2009,gray,gas,manual,2.7,530500,makkah,33000
hyundai,accent,2017,white,gas,automatic,1.4,32000,eastern,33000
nissan,sentra,2016,gray,gas,automatic,1.6,93000,qassim,33000
nissan,sunny,2020,gray,gas,automatic,1.5,8500,riyadh,33000
kia,cerato,2016,white,gas,automatic,1.6,159,makkah,33000
gmc,yukon,2004,gray,gas,automatic,5.3,470000,eastern,33000
kia,optima,2015,white,gas,automatic,2,240000,makkah,33000
hyundai,accent,2018,white,gas,automatic,1.4,79000,eastern,33000
hyundai,accent,2018,gray,gas,automatic,1.4,117000,eastern,33000
hyundai,accent,2018,white,gas,automatic,1.4,100000,riyadh,33000
kia,sportage,2014,blue,gas,automatic,1.2,150000,aseer,33000
mercedes,cls,2007,black,gas,automatic,6.3,178000,eastern,33000
gmc,yukon,2008,black,gas,automatic,5.3,500000,riyadh,33000
nissan,sunny,2019,white,gas,automatic,1.5,68000,eastern,33000
nissan,sunny,2019,brown,gas,automatic,1.5,60700,eastern,33000
toyota,corolla,2016,white,gas,automatic,1.6,270000,riyadh,33000
kia,carens,2015,gray,gas,automatic,1.6,37000,makkah,33000
chevrolet,tahoe,2008,black,gas,automatic,2.9,265000,riyadh,33000
nissan,datsun,2016,white,gas,manual,2.4,188,hail,33000
ford,f-150,2011,white,gas,automatic,5,133000,eastern,33000
kia,cerato,2015,other,gas,automatic,1.6,190000,jizan,33000
hyundai,elantra,2016,white,gas,automatic,2,280,riyadh,33000
hyundai,accent,2017,white,gas,automatic,1.6,109000,eastern,33000
hyundai,sonata,2013,white,gas,automatic,2.4,165000,riyadh,33000
chevrolet,tahoe,2007,blue,gas,automatic,6.2,215517,eastern,33000
chevrolet,spark,2018,blue,gas,automatic,1.4,61000,riyadh,33000
nissan,sunny,2019,other,gas,automatic,1.5,38920,makkah,33500
nissan,sunny,2019,gray,gas,automatic,1.5,56991,makkah,33500
toyota,aurion,2009,black,gas,automatic,3.5,373000,riyadh,33500
hyundai,elantra,2014,gray,gas,automatic,2,290000,riyadh,33500
hyundai,accent,2019,white,gas,automatic,1.4,96000,riyadh,33500
hyundai,accent,2017,white,gas,automatic,1.6,109746,riyadh,34000
kia,cerato,2016,black,gas,automatic,1.6,114000,eastern,34000
hyundai,accent,2018,gray,gas,automatic,1.4,96000,makkah,34000
hyundai,accent,2017,white,gas,automatic,1.4,69000,riyadh,34000
hyundai,accent,2018,white,gas,automatic,1.4,41000,riyadh,34000
nissan,sunny,2019,brown,gas,automatic,1.5,42000,eastern,34000
hyundai,accent,2018,white,gas,automatic,1.4,51000,riyadh,34000
hyundai,accent,2018,white,gas,automatic,1.4,108000,eastern,34000
hyundai,sonata,2016,white,gas,automatic,2,280000,riyadh,34000
hyundai,elantra,2017,gray,gas,automatic,2,86000,hail,34000
kia,cerato,2016,white,gas,automatic,1.6,118000,riyadh,34000
toyota,camry,2014,white,gas,automatic,2.4,183000,eastern,34000
toyota,land cruiser,2003,gray,gas,automatic,4.5,397000,eastern,34000
toyota,yaris,2017,black,gas,automatic,1.2,82000,makkah,34000
hyundai,accent,2017,white,gas,automatic,1.4,133000,eastern,34000
hyundai,accent,2017,white,gas,automatic,1.4,88000,eastern,34000
hyundai,accent,2017,white,gas,automatic,1.4,61000,eastern,34000
chevrolet,spark,2020,white,gas,automatic,1.4,97000,makkah,34000
hyundai,accent,2017,white,gas,automatic,1.4,146000,riyadh,34000
ford,edge,2011,black,gas,automatic,3.6,247000,riyadh,34000
chevrolet,spark,2020,red,gas,automatic,1.4,108000,makkah,34000
hyundai,accent,2019,red,gas,automatic,1.4,89685,riyadh,34500
toyota,yaris,2018,gray,gas,automatic,1.5,131000,makkah,35000
toyota,yaris,2018,white,gas,automatic,1.5,62000,riyadh,35000
chevrolet,tahoe,2007,gray,gas,automatic,5.3,440000,aseer,35000
ford,taurus,2015,black,gas,automatic,3.3,446000,riyadh,35000
hyundai,elantra,2015,white,gas,automatic,2,176000,riyadh,35000
hyundai,accent,2018,white,gas,automatic,1.4,102109,riyadh,35000
nissan,datsun,2015,white,gas,manual,2.5,174436,riyadh,35000
hyundai,elantra,2016,white,gas,automatic,1.6,172600,eastern,35000
hyundai,accent,2018,gray,gas,automatic,1.4,69000,riyadh,35000
toyota,yaris,2018,white,gas,automatic,1.5,98000,makkah,35000
toyota,yaris,2018,gray,gas,automatic,1.5,68000,makkah,35000
chevrolet,tahoe,2008,other,gas,automatic,5.3,300000,aseer,35000
ford,taurus,2010,gray,gas,automatic,3.5,258000,riyadh,35000
ford,edge,2013,white,gas,automatic,3.6,240000,riyadh,35000
toyota,yaris,2019,white,gas,automatic,1.5,50000,makkah,35000
toyota,yaris,2018,gray,gas,automatic,1.5,93000,makkah,35000
toyota,hiace,2012,white,gas,manual,2.7,126000,eastern,35000
ford,crown victoria,2012,other,gas,automatic,4.5,220000,eastern,35000
ford,taurus,2010,green,gas,automatic,3.5,254000,eastern,35000
ford,taurus,2012,white,gas,automatic,3.5,327000,eastern,35000
chevrolet,caprice,2013,gray,gas,automatic,6,313000,riyadh,35000
ford,expedition,2013,red,gas,automatic,5.4,21700,eastern,35000
toyota,camry,2013,white,gas,automatic,2.5,300000,riyadh,35000
nissan,altima,2017,other,gas,automatic,2.5,105000,riyadh,35000
ford,crown victoria,2012,white,gas,automatic,5,318000,eastern,35000
toyota,hilux,2008,white,gas,manual,2.7,533399,qassim,35000
chevrolet,tahoe,2007,white,gas,automatic,5.3,35000,tabouk,35000
nissan,vtc,2006,brown,gas,automatic,4,317109,riyadh,35000
chevrolet,caprice,2011,other,gas,automatic,8,236000,tabouk,35000
hyundai,sonata,2017,white,gas,automatic,2.4,240000,makkah,35000
ford,explorer,2012,black,gas,automatic,3.5,336000,eastern,35000
toyota,camry,2014,white,gas,automatic,2.5,230000,eastern,35000
ford,fusion,2015,gray,gas,automatic,2.5,85000,riyadh,35000
hyundai,accent,2018,black,gas,automatic,1.4,105000,riyadh,35000
hyundai,accent,2019,gray,gas,automatic,1.4,115300,eastern,35000
nissan,datsun,2015,white,gas,manual,2.4,200000,makkah,35000
toyota,corolla,2015,gray,gas,automatic,1.6,201000,makkah,35000
nissan,patrol,2005,other,gas,automatic,4,340000,eastern,35000
toyota,land cruiser,2003,other,gas,automatic,1,479364,riyadh,35000
toyota,land cruiser,2001,black,gas,automatic,4.6,390000,eastern,35000
hyundai,accent,2018,white,gas,automatic,1.4,31000,eastern,35000
chevrolet,malibu,2014,gray,gas,automatic,2.4,280000,riyadh,35000
toyota,fortuner,2009,gray,gas,automatic,2.7,270000,eastern,35000
chevrolet,tahoe,2007,blue,gas,automatic,5.6,257000,makkah,35000
kia,optima,2015,blue,gas,automatic,2,359397,riyadh,35000
ford,edge,2011,white,gas,automatic,3.5,231000,riyadh,35000
kia,optima,2014,white,gas,automatic,2,241000,eastern,35000
toyota,yaris,2019,white,gas,automatic,1.5,54000,qassim,35000
hyundai,elantra,2017,brown,gas,automatic,2,135000,riyadh,35000
gmc,terrain,2013,black,gas,automatic,2.4,90000,makkah,35000
chevrolet,traverse,2011,black,gas,automatic,2.5,65000,makkah,35000
hyundai,azera,2014,white,gas,automatic,6,276,riyadh,35000
toyota,camry,2011,gray,gas,automatic,2.5,137502,eastern,35000
hyundai,accent,2019,white,gas,automatic,1.4,57000,eastern,35000
chevrolet,trailblazer,2013,gray,gas,automatic,3.6,177560,eastern,35000
nissan,navara,2014,white,gas,automatic,2.5,167,aseer,35000
toyota,corolla,2015,gray,gas,automatic,1.6,200000,makkah,35000
ford,taurus,2012,other,gas,automatic,3.5,334728,aseer,35000
toyota,innova,2014,white,gas,manual,2.7,282000,eastern,35000
ford,expedition,2009,black,gas,automatic,5.4,18500,makkah,35000
nissan,altima,2013,white,gas,automatic,2.5,134000,makkah,35000
toyota,rav4,2011,white,gas,automatic,2.4,400000,makkah,35000
hyundai,accent,2018,white,gas,automatic,1.4,128000,riyadh,35000
ford,crown victoria,2011,other,gas,automatic,4.6,270000,eastern,35000
toyota,camry,2016,white,gas,automatic,2.5,17000,riyadh,35000
toyota,land cruiser,2004,white,gas,manual,4.6,425000,jizan,35000
hyundai,accent,2019,white,gas,automatic,1.4,98000,makkah,35000
toyota,corolla,2016,white,gas,automatic,5.8,114,tabouk,35000
mercedes,e,1993,white,gas,automatic,3.2,217396,makkah,35000
kia,rio,2019,white,gas,automatic,1.4,65000,eastern,35000
ford,fusion,2014,blue,gas,automatic,1.6,167000,makkah,35000
hyundai,accent,2019,gray,gas,automatic,1.4,107000,riyadh,35000
toyota,yaris,2017,brown,gas,automatic,1.3,201000,eastern,35000
hyundai,sonata,2016,brown,gas,automatic,2.4,210000,riyadh,35000
hyundai,sonata,2017,white,gas,automatic,2.4,155000,riyadh,35000
nissan,datsun,2015,white,gas,manual,2.4,261000,makkah,35000
toyota,avanza,2016,white,gas,automatic,1.5,130000,eastern,35000
toyota,yaris,2017,white,gas,automatic,1.5,179,qassim,35000
nissan,datsun,2015,white,gas,manual,4.2,19000,riyadh,35000
gmc,yukon,2007,black,gas,automatic,4.7,300000,makkah,35000
hyundai,sonata,2015,white,gas,automatic,1.6,380000,riyadh,35000
chevrolet,suburban,2009,black,gas,automatic,5.3,335000,makkah,35000
hyundai,accent,2018,white,gas,automatic,1.4,51000,eastern,35000
hyundai,accent,2019,white,gas,automatic,1.4,58000,riyadh,35000
hyundai,h1,2016,gray,gas,automatic,2.4,201000,makkah,35000
ford,edge,2012,brown,gas,automatic,3.5,395000,qassim,35000
kia,sorento,2013,gray,gas,automatic,3.3,293000,al-jouf,35000
hyundai,accent,2017,white,gas,automatic,1.4,53000,eastern,35000
ford,expedition,2010,gray,gas,automatic,5.4,173000,riyadh,35000
hyundai,accent,2017,gray,gas,automatic,1.4,181000,makkah,35000
nissan,sunny,2018,white,gas,automatic,1.5,110000,makkah,35000
nissan,datsun,2015,white,gas,automatic,2.5,174436,riyadh,35000
kia,cerato,2017,white,gas,automatic,1.6,187000,riyadh,35000
nissan,patrol,2003,white,gas,automatic,4.5,141000,riyadh,35000
nissan,datsun,2014,white,gas,automatic,2.4,122000,eastern,35000
mercedes,s,1994,green,gas,automatic,5,130000,madinah,35000
hyundai,accent,2016,gray,gas,automatic,1.4,166000,riyadh,35000
toyota,yaris,2017,white,gas,automatic,1.5,269000,eastern,35000
nissan,sentra,2016,gray,gas,automatic,1.6,127000,riyadh,35000
nissan,patrol,2003,white,gas,automatic,4.5,141000,riyadh,35000
hyundai,accent,2018,white,gas,automatic,1.4,215000,eastern,35000
nissan,sunny,2018,white,gas,automatic,1.5,127000,makkah,35000
hyundai,accent,2018,gray,gas,automatic,1.4,93315,riyadh,35500
hyundai,accent,2018,gray,gas,automatic,1.4,81967,riyadh,35500
hyundai,elantra,2017,white,gas,automatic,1.6,229507,riyadh,35500
hyundai,accent,2018,white,gas,automatic,1.4,81000,eastern,35500
kia,rio,2019,white,gas,automatic,1.4,85000,makkah,35500
toyota,yaris,2019,white,gas,automatic,1.5,80000,makkah,35500
toyota,yaris,2019,white,gas,automatic,1.5,86000,makkah,35500
ford,crown victoria,2009,black,gas,automatic,4.6,274000,jizan,35500
toyota,corolla,2015,white,gas,automatic,1.6,177,northern borders,35500
toyota,camry,2014,white,gas,automatic,2.5,166400,makkah,35500
chevrolet,malibu,2013,black,gas,automatic,3,122455,riyadh,36000
hyundai,accent,2018,white,gas,automatic,1.4,78000,riyadh,36000
hyundai,elantra,2017,white,gas,automatic,2,285000,riyadh,36000
gmc,yukon,2007,brown,gas,automatic,5,303000,riyadh,36000
hyundai,sonata,2018,gray,gas,automatic,2,79000,tabouk,36000
chevrolet,caprice,2013,blue,gas,automatic,5.5,184000,riyadh,36000
kia,rio,2019,gray,gas,automatic,1.4,55000,makkah,36000
toyota,yaris,2018,gray,gas,automatic,1.5,134000,makkah,36000
hyundai,azera,2015,white,gas,automatic,3,272783,eastern,36000
kia,optima,2015,red,gas,automatic,2.4,156000,riyadh,36000
toyota,innova,2013,white,gas,automatic,2.7,201000,riyadh,36000
ford,f-150,2013,white,gas,automatic,5,299000,eastern,36000
hyundai,elantra,2016,gray,gas,automatic,1.6,141000,eastern,36000
kia,cerato,2016,gray,gas,automatic,1.6,74000,eastern,36000
hyundai,accent,2019,white,gas,automatic,1.4,92000,makkah,36000
toyota,yaris,2018,white,gas,automatic,1.5,79000,makkah,36000
lexus,es,2008,white,gas,automatic,3.5,390000,eastern,36000
nissan,altima,2014,brown,gas,automatic,2.5,139000,riyadh,36000
nissan,sentra,2016,white,gas,automatic,1.6,139000,riyadh,36000
hyundai,sonata,2017,other,gas,automatic,2.4,20000,riyadh,36000
toyota,fortuner,2008,white,gas,automatic,4,288000,madinah,36000
toyota,fortuner,2010,green,gas,manual,2.7,200000,makkah,36000
toyota,yaris,2019,white,gas,automatic,1.6,18000,riyadh,36000
gmc,sierra,2011,white,gas,automatic,6,233000,eastern,36000
hyundai,accent,2018,gray,gas,automatic,1.4,96000,eastern,36000
ford,expedition,2014,white,gas,automatic,5.4,140000,aseer,36000
toyota,camry,2014,black,gas,automatic,9,106000,makkah,36000
toyota,corolla,2018,brown,gas,automatic,1.6,119,makkah,36000
hyundai,accent,2019,white,gas,automatic,1.4,155000,makkah,36000
kia,pegas,2020,red,gas,automatic,1.4,112000,makkah,36000
hyundai,accent,2018,white,gas,automatic,1.4,135000,riyadh,36000
nissan,altima,2014,brown,gas,automatic,2.5,139337,riyadh,36500
hyundai,elantra,2017,white,gas,automatic,1.6,131889,riyadh,36500
toyota,yaris,2018,gray,gas,automatic,1.5,131099,makkah,36500
hyundai,accent,2018,white,gas,automatic,1.4,104681,riyadh,36500
hyundai,accent,2019,gray,gas,automatic,1.4,73567,riyadh,36500
kia,optima,2015,other,gas,automatic,2.4,173000,riyadh,36500
hyundai,accent,2019,white,gas,automatic,1.4,72000,makkah,36500
kia,rio,2019,brown,gas,automatic,1.4,72000,eastern,36500
kia,optima,2015,blue,gas,automatic,2.4,173588,riyadh,36500
toyota,corolla,2013,white,gas,automatic,1.6,334000,qassim,36500
hyundai,accent,2018,white,gas,automatic,1.4,68000,riyadh,36500
hyundai,accent,2019,white,gas,automatic,1.4,98000,tabouk,36500
hyundai,accent,2018,white,gas,automatic,1.4,36200,riyadh,36500
nissan,sentra,2018,gray,gas,automatic,1.6,64000,riyadh,36500
hyundai,accent,2018,white,gas,automatic,1.4,141000,riyadh,36500
hyundai,accent,2017,white,gas,automatic,1.6,133000,eastern,36500
hyundai,accent,2019,white,gas,automatic,1.4,101000,makkah,37000
toyota,corolla,2015,gray,gas,automatic,1.6,176277,eastern,37000
kia,carnival,2015,other,gas,automatic,2.4,132000,riyadh,37000
kia,optima,2015,blue,gas,automatic,2.4,173544,riyadh,37000
hyundai,accent,2019,white,gas,automatic,1.4,83000,makkah,37000
kia,rio,2019,red,gas,automatic,1.4,17500,eastern,37000
toyota,corolla,2016,other,gas,automatic,1.6,141195,eastern,37000
nissan,datsun,2016,white,gas,manual,2.5,151000,riyadh,37000
nissan,pathfinder,2014,gray,gas,automatic,3.5,367000,eastern,37000
toyota,yaris,2018,brown,gas,automatic,1.5,122000,eastern,37000
toyota,yaris,2019,white,gas,automatic,1.5,55000,makkah,37000
hyundai,elantra,2017,white,gas,automatic,2,145000,makkah,37000
toyota,hilux,2014,white,gas,manual,2.7,217000,riyadh,37000
hyundai,accent,2018,gray,gas,automatic,1.6,114000,qassim,37000
toyota,hiace,2010,white,gas,manual,2.7,573000,riyadh,37000
hyundai,accent,2019,blue,gas,automatic,1.4,65392,eastern,37000
nissan,altima,2017,white,gas,automatic,2.5,88000,makkah,37000
nissan,altima,2017,white,gas,automatic,2.5,181000,makkah,37000
chevrolet,caprice,2013,white,gas,automatic,6,266000,riyadh,37000
nissan,sentra,2017,white,gas,automatic,1.6,50700,riyadh,37000
kia,rio,2016,gray,gas,automatic,1.4,91000,eastern,37000
nissan,land cruiser,2011,white,gas,manual,6,236564,makkah,37000
chevrolet,tahoe,2011,other,gas,automatic,5.3,206000,riyadh,37000
toyota,camry,2014,white,gas,automatic,2.5,130000,makkah,37000
nissan,patrol,2006,white,gas,manual,4,106000,eastern,37000
chevrolet,silverado,2010,white,gas,automatic,5.3,73000,eastern,37000
lexus,lx,2006,other,gas,automatic,4.7,246000,makkah,37000
kia,optima,2015,red,gas,automatic,2.4,100000,riyadh,37000
hyundai,accent,2019,white,gas,automatic,1.4,59800,eastern,37000
hyundai,accent,2019,white,gas,automatic,1.4,62500,eastern,37000
hyundai,accent,2018,gray,gas,automatic,1.4,20000,eastern,37000
toyota,yaris,2020,brown,gas,automatic,1.5,13000,makkah,37000
nissan,navara,2015,white,gas,manual,2.5,119000,aseer,37000
nissan,altima,2015,white,gas,automatic,2.5,94000,qassim,37000
hyundai,accent,2019,gray,gas,automatic,1.4,62000,eastern,37000
nissan,altima,2013,yellow,gas,automatic,3.5,289000,riyadh,37000
chevrolet,tahoe,2008,white,gas,automatic,5.3,435000,riyadh,37000
hyundai,accent,2016,gray,diesel,automatic,1.6,130000,riyadh,37000
toyota,yaris,2017,white,gas,automatic,1.3,100000,riyadh,37000
toyota,yaris,2017,white,gas,automatic,1.3,100000,riyadh,37000
kia,cerato,2017,white,gas,automatic,1.6,72000,riyadh,37500
toyota,yaris,2018,gray,gas,automatic,1.5,134946,makkah,37500
hyundai,accent,2019,other,gas,automatic,1.4,102650,riyadh,37500
hyundai,accent,2018,gray,gas,automatic,1.4,76000,riyadh,37500
kia,cerato,2017,red,gas,automatic,1.6,78000,eastern,37500
toyota,avanza,2016,blue,gas,automatic,1.6,217,makkah,37500
ford,taurus,2011,gray,gas,automatic,3.5,369000,riyadh,37500
toyota,yaris,2018,gray,gas,automatic,1.5,76000,eastern,37500
kia,pegas,2020,white,gas,automatic,1.4,5300,riyadh,37500
ford,f-150,2012,black,gas,automatic,3,352000,riyadh,38000
gmc,yukon,2008,white,gas,automatic,5.3,200000,makkah,38000
hyundai,accent,2018,white,gas,automatic,1.4,71000,riyadh,38000
chevrolet,tahoe,2008,black,gas,automatic,5.7,230000,riyadh,38000
kia,cerato,2017,white,gas,automatic,1.6,76000,riyadh,38000
hyundai,accent,2019,white,gas,automatic,1.4,30302,riyadh,38000
hyundai,accent,2018,white,gas,automatic,1.4,13081,riyadh,38000
toyota,yaris,2019,white,gas,automatic,1.5,33504,riyadh,38000
nissan,sentra,2016,white,gas,automatic,1.6,81000,riyadh,38000
toyota,land cruiser,1997,white,gas,manual,4.6,540000,madinah,38000
ford,f-150,2013,white,gas,automatic,5,222000,eastern,38000
hyundai,sonata,2016,white,gas,automatic,2.4,159000,riyadh,38000
hyundai,accent,2019,brown,gas,automatic,1.4,56400,eastern,38000
mercedes,s,2002,white,gas,automatic,3,101000,eastern,38000
toyota,innova,2013,gray,gas,automatic,2.7,286000,madinah,38000
ford,expedition,2013,black,gas,automatic,5.4,145000,riyadh,38000
lexus,ls,2008,blue,gas,automatic,4.6,299000,eastern,38000
toyota,camry,2017,yellow,gas,automatic,2.5,362000,eastern,38000
gmc,yukon,2007,black,gas,automatic,5.3,359000,riyadh,38000
nissan,sentra,2018,gray,gas,automatic,1.6,143000,riyadh,38000
kia,carnival,2015,white,gas,automatic,3.3,89000,riyadh,38000
toyota,corolla,2016,gray,gas,automatic,1.6,139000,makkah,38000
hyundai,sonata,2016,other,gas,automatic,2.4,258000,eastern,38000
toyota,fortuner,2010,gray,gas,manual,2.7,450000,aseer,38000
nissan,sentra,2018,gray,gas,automatic,1.6,78000,riyadh,38000
nissan,navara,2015,white,gas,automatic,2.5,19000,makkah,38000
hyundai,accent,2019,gray,gas,automatic,1.4,77000,makkah,38000
hyundai,elantra,2015,white,gas,automatic,2,140,riyadh,38000
toyota,yaris,2019,white,gas,automatic,1.5,61000,eastern,38000
kia,optima,2015,blue,gas,automatic,2,190000,riyadh,38000
nissan,pathfinder,2013,gray,gas,automatic,3.5,127000,riyadh,38000
kia,sportage,2015,red,gas,automatic,2.4,147000,riyadh,38000
kia,rio,2019,blue,gas,automatic,1.4,48000,riyadh,38000
lexus,ls,2006,gray,gas,automatic,4.3,360000,makkah,38000
mercedes,s,2008,gray,gas,automatic,3,256000,makkah,38000
ford,muang,2010,black,gas,automatic,3.7,290000,jizan,38000
gmc,terrain,2015,gray,gas,automatic,2.4,125000,riyadh,38000
hyundai,azera,2015,black,gas,automatic,3,222306,riyadh,38000
kia,carnival,2016,other,gas,automatic,3.3,180,makkah,38000
gmc,yukon,2009,brown,gas,automatic,4.8,350000,riyadh,38000
ford,crown victoria,2011,blue,gas,automatic,4.6,150000,makkah,38000
chevrolet,impala,2014,brown,gas,automatic,3.6,180,eastern,38000
toyota,camry,2013,blue,gas,automatic,2.4,180500,makkah,38000
chevrolet,suburban,2008,yellow,gas,automatic,5.3,250000,riyadh,38000
toyota,yaris,2018,white,gas,automatic,1.5,81000,eastern,38000
toyota,yaris,2018,gray,gas,automatic,1.5,123000,eastern,38000
kia,pegas,2020,gray,gas,automatic,1.4,85000,makkah,38000
toyota,yaris,2018,gray,gas,automatic,1.5,106000,eastern,38000
toyota,yaris,2018,white,gas,automatic,1.5,126000,eastern,38000
kia,pegas,2020,white,gas,automatic,1.4,130000,makkah,38000
toyota,yaris,2018,gray,gas,automatic,1.5,116000,eastern,38000
nissan,sunny,2019,gray,gas,automatic,1.5,146000,makkah,38000
hyundai,h1,2013,white,gas,automatic,2.4,276000,makkah,38000
toyota,yaris,2018,gray,gas,automatic,1.5,109300,eastern,38000
chevrolet,spark,2020,black,gas,automatic,1.4,61000,makkah,38000
kia,rio,2017,white,gas,automatic,1.4,66000,riyadh,38000
nissan,navara,2016,white,gas,automatic,2.4,97000,eastern,38000
toyota,yaris,2017,black,gas,automatic,1.3,116000,riyadh,38000
nissan,sunny,2020,white,gas,automatic,1.5,72000,makkah,38000
kia,pegas,2020,white,gas,automatic,1.4,113000,makkah,38000
gmc,yukon,2012,black,gas,automatic,5.1,190000,madinah,38000
chevrolet,spark,2020,black,gas,automatic,1.4,79000,riyadh,38000
hyundai,accent,2019,white,gas,automatic,1.4,74917,riyadh,38500
nissan,sentra,2017,gray,gas,automatic,1.6,105272,riyadh,38500
hyundai,accent,2019,gray,gas,automatic,1.4,84273,riyadh,38500
hyundai,elantra,2017,other,gas,automatic,1.6,99000,riyadh,38500
toyota,yaris,2019,gray,gas,automatic,1.5,42628,eastern,38500
toyota,corolla,2016,white,gas,automatic,1.6,294000,eastern,38500
toyota,corolla,2016,gray,gas,manual,1.6,83000,eastern,38500
kia,cerato,2017,gray,gas,automatic,1.6,97000,riyadh,38500
toyota,camry,2015,yellow,gas,automatic,2.5,192000,eastern,38500
hyundai,accent,2018,black,gas,automatic,1.6,130000,makkah,38500
kia,optima,2015,blue,gas,automatic,2,191,riyadh,38500
