Brand,Model,Year,Color,fuelType,gearType,engineSize,Mileage,Region,Price
hyundai,elantra,2006,yellow,gas,manual,1,250000,makkah,9500
toyota,camry,2000,white,gas,manual,1.3,400000,makkah,10000
hyundai,elantra,2009,white,gas,manual,1,400000,riyadh,11000
toyota,hiace,2000,white,gas,manual,2.7,200000,makkah,12000
toyota,cressida,1996,white,gas,manual,2.4,800000,aseer,13000
toyota,land cruiser,1983,brown,gas,manual,1.5,258000,aseer,15000
ford,crown victoria,2008,blue,gas,automatic,4.6,366600,eastern,16000
toyota,hilux,1991,white,gas,manual,2.4,800000,riyadh,16000
hyundai,h1,2008,white,gas,manual,2.4,100000,tabouk,17000
chevrolet,suburban,2000,gray,gas,automatic,5.3,296400,tabouk,18000
lexus,ls,2003,brown,gas,automatic,4.6,186900,riyadh,22000
toyota,corolla,2012,blue,gas,automatic,1.6,275500,makkah,25000
toyota,land cruiser,2002,white,gas,manual,4,300000,eastern,42000
toyota,land cruiser,2002,white,gas,automatic,4,300000,eastern,42000
mercedes,s,1992,green,gas,automatic,3,840000,eastern,80000
gmc,yukon,2013,brown,gas,automatic,5.3,78000,eastern,110000
toyota,corolla,2001,other,gas,manual,8.1,600000,jizan,9500
toyota,cressida,1996,white,gas,manual,2.4,600000,madinah,10000
kia,carens,2007,gray,gas,automatic,2,350000,riyadh,10000
nissan,datsun,1989,white,gas,manual,2.4,249000,riyadh,11000
toyota,land cruiser,1993,brown,gas,manual,4.6,400000,tabouk,12000
kia,carens,2008,other,gas,manual,2,350000,makkah,12000
toyota,previa,2004,other,gas,automatic,1,300000,eastern,12000
hyundai,sonata,2008,gray,gas,automatic,2,382000,riyadh,12000
hyundai,elantra,2011,white,gas,manual,2,290000,riyadh,12000
hyundai,accent,2010,white,gas,manual,1.2,198000,qassim,12000
toyota,camry,1995,white,gas,manual,2.5,300000,eastern,12000
chevrolet,lumina,2004,white,gas,automatic,3.8,280000,riyadh,12500
mercedes,s,2002,yellow,gas,automatic,3,348000,eastern,12500
nissan,pathfinder,2005,white,gas,automatic,3.5,308000,eastern,13000
chevrolet,suburban,2002,brown,gas,automatic,5.3,333000,riyadh,13000
toyota,camry,2001,green,gas,manual,1.4,300000,qassim,13500
gmc,suburban,2004,green,gas,automatic,1.1,212000,riyadh,14000
chevrolet,epica,2008,yellow,gas,automatic,1.8,260000,makkah,14000
toyota,rav4,2001,gray,gas,automatic,2,480000,makkah,14000
toyota,corolla,2009,white,gas,manual,2.5,360000,makkah,15000
toyota,hilux,1995,white,gas,manual,2.4,300000,aseer,15000
chevrolet,caprice,2007,other,gas,automatic,6,300000,riyadh,15000
toyota,hilux,1990,white,gas,manual,2.7,100000,al-baha,15000
chevrolet,cruze,2013,white,gas,automatic,1.8,175000,makkah,15000
hyundai,elantra,2012,white,gas,manual,1.7,300000,qassim,15000
ford,focus,2012,blue,gas,automatic,1.6,181000,riyadh,15000
mercedes,s,2000,black,gas,automatic,3,100000,eastern,15000
nissan,patrol,1999,green,gas,manual,1.6,600000,madinah,16000
toyota,camry,2007,gray,gas,manual,2.4,450000,tabouk,16500
ford,fusion,2012,white,gas,automatic,2.5,270000,makkah,16500
ford,explorer,2010,white,gas,automatic,6,244000,madinah,17500
hyundai,sonata,2011,gray,gas,automatic,2.4,450000,aseer,18000
ford,expedition,2007,blue,gas,automatic,5.4,300000,aseer,18000
kia,rio,2012,gray,gas,automatic,1.4,179000,riyadh,18000
toyota,corolla,2011,gray,gas,manual,1.6,490000,madinah,18000
kia,cerato,2013,black,gas,automatic,1.6,147000,eastern,18000
toyota,prado,1999,green,gas,manual,2.8,230000,aseer,18000
chevrolet,traverse,2009,blue,gas,automatic,3.6,325000,madinah,18000
toyota,camry,2001,other,gas,manual,2.5,490000,aseer,19000
toyota,hilux,1999,white,gas,manual,2.7,375000,aseer,19000
hyundai,elantra,2013,gray,gas,automatic,1.6,169000,riyadh,20000
toyota,camry,1999,white,gas,manual,2.4,400000,tabouk,20000
ford,expedition,2006,gray,gas,automatic,5.4,400000,madinah,20000
nissan,altima,2009,gray,gas,manual,2.5,200000,makkah,20000
ford,explorer,2009,white,gas,automatic,3.5,430000,makkah,20000
ford,edge,2009,brown,gas,automatic,3.5,357000,riyadh,20000
nissan,pathfinder,2006,white,gas,automatic,3.5,300000,riyadh,21000
mercedes,s,1995,other,gas,automatic,3,115000,eastern,21000
hyundai,azera,2011,gray,gas,automatic,3.5,447000,riyadh,21000
hyundai,sonata,2012,white,gas,automatic,2.4,300000,makkah,21000
toyota,camry,2009,blue,gas,automatic,2.5,317000,makkah,22000
mercedes,s,1993,blue,gas,automatic,3,138000,al-jouf,22000
chevrolet,traverse,2010,black,gas,automatic,3.6,219000,makkah,22000
toyota,camry,2008,gray,gas,automatic,2.5,468000,riyadh,22000
hyundai,sonata,2013,gray,gas,automatic,2.4,348000,eastern,22000
chevrolet,malibu,2013,gray,gas,automatic,2.5,260000,riyadh,22500
nissan,datsun,2013,white,gas,manual,2.4,300000,makkah,23000
nissan,datsun,2011,white,gas,manual,1.6,390000,qassim,23500
toyota,camry,2010,white,gas,automatic,2.5,145000,makkah,25000
hyundai,h1,2012,gray,gas,automatic,2.4,240000,al-jouf,25000
toyota,hiace,2007,white,gas,manual,2.7,230000,makkah,25000
hyundai,sonata,2013,white,gas,automatic,2.6,280000,riyadh,25000
toyota,camry,2010,brown,gas,manual,1.8,370000,tabouk,25000
ford,flex,2010,gray,gas,automatic,4,300000,eastern,25000
nissan,datsun,2013,white,gas,manual,2.4,340000,qassim,26000
lexus,ls,2002,white,gas,automatic,4.6,500000,riyadh,26000
ford,edge,2011,black,gas,automatic,3.5,260000,makkah,26000
ford,muang,2007,red,gas,automatic,4.6,195000,makkah,27000
chevrolet,tahoe,2007,brown,gas,automatic,5.5,450000,makkah,27500
ford,taurus,2010,other,gas,automatic,3.5,380000,al-baha,28000
mercedes,sel,1991,black,gas,automatic,3,277000,riyadh,28000
chevrolet,silverado,2010,red,gas,automatic,5.3,228000,riyadh,29000
chevrolet,tahoe,2008,black,gas,automatic,3.9,300000,aseer,29000
toyota,corolla,2013,white,gas,automatic,1.6,296000,jizan,30000
toyota,camry,2007,white,gas,automatic,2.5,420000,madinah,30000
toyota,prado,2005,white,gas,manual,2.7,315000,makkah,30000
gmc,yukon,2010,gray,gas,automatic,6.2,256000,tabouk,30000
nissan,pathfinder,2007,gray,gas,automatic,3.5,111000,riyadh,30000
kia,sorento,2011,gray,gas,automatic,2.4,160000,eastern,30000
gmc,suburban,2006,yellow,gas,automatic,5.3,238000,riyadh,30000
gmc,yukon,2007,black,gas,automatic,5.3,262000,riyadh,30000
toyota,avalon,2008,white,gas,automatic,3.6,201000,al-jouf,30000
nissan,datsun,2008,white,gas,manual,2.4,180000,makkah,30000
gmc,suburban,2006,gray,gas,automatic,6,266000,madinah,30000
chevrolet,silverado,1985,blue,gas,automatic,5.3,200000,eastern,30000
hyundai,h1,2013,white,gas,automatic,2.4,246000,tabouk,31000
toyota,fortuner,2011,other,gas,automatic,2.7,325000,riyadh,32000
ford,expedition,2009,red,gas,automatic,5.4,360000,riyadh,32000
chevrolet,suburban,2008,black,gas,automatic,5.3,263000,makkah,32000
toyota,hilux,2009,white,gas,manual,2.7,400000,eastern,32000
toyota,land cruiser,2006,other,gas,manual,2.7,250000,al-baha,33000
toyota,camry,2010,brown,gas,automatic,2.4,255000,makkah,33500
toyota,land cruiser,2003,yellow,gas,automatic,4.6,225000,tabouk,35000
ford,taurus,2013,gray,gas,automatic,1.6,251000,riyadh,35000
chevrolet,tahoe,2009,black,gas,automatic,5.3,400000,riyadh,35000
chevrolet,tahoe,2007,other,gas,automatic,5.3,128000,makkah,35000
ford,taurus,2011,black,gas,automatic,3.5,230000,riyadh,35000
ford,muang,2004,gray,gas,manual,4.6,172000,makkah,35000
nissan,navara,2013,white,gas,automatic,2.7,189000,riyadh,35000
ford,expedition,2010,gray,gas,automatic,5.4,230000,makkah,35000
chevrolet,suburban,2011,yellow,gas,automatic,4,289000,makkah,36000
chevrolet,suburban,2009,white,gas,automatic,5.3,255000,riyadh,36000
chevrolet,suburban,2011,yellow,gas,automatic,4,270000,makkah,37000
chevrolet,suburban,2011,black,gas,automatic,8,399000,al-jouf,37000
lexus,rx,2008,gray,gas,automatic,3.5,225000,makkah,37000
ford,taurus,2013,white,gas,automatic,1,298000,makkah,38000
ford,expedition,2012,black,gas,manual,4.8,304000,eastern,38000
gmc,yukon,2012,black,gas,automatic,5.3,270000,qassim,39000
gmc,sierra,2008,white,gas,automatic,5.3,194000,eastern,39500
toyota,fortuner,2009,brown,gas,automatic,2.7,250000,makkah,40000
toyota,land cruiser,1999,gray,gas,manual,4.7,238000,makkah,40000
toyota,land cruiser,2003,white,gas,manual,4.6,300000,riyadh,40000
toyota,land cruiser,2002,white,gas,manual,4.5,400000,jizan,40000
ford,transit,2013,white,gas,automatic,3.6,120000,makkah,40000
gmc,yukon,2011,brown,gas,automatic,5.3,223000,hail,40000
toyota,camry,2013,black,gas,automatic,2.5,214000,eastern,42000
gmc,yukon,2009,other,gas,automatic,6,182000,eastern,42000
chevrolet,caprice,2013,gray,gas,automatic,6,215000,aseer,42000
ford,muang,2010,gray,gas,manual,4.6,170000,eastern,42000
ford,edge,2013,black,gas,automatic,3.5,240000,makkah,43000
ford,transit,2013,white,gas,automatic,3.6,186000,tabouk,45000
gmc,sierra,2013,gray,gas,automatic,5.3,334000,riyadh,45000
toyota,land cruiser,2006,white,gas,automatic,4.7,382000,eastern,45000
chevrolet,tahoe,2010,white,gas,automatic,5.7,177000,makkah,45000
gmc,yukon,2005,other,gas,automatic,5.7,160000,makkah,45000
chevrolet,tahoe,2012,red,gas,automatic,5.3,211000,aseer,45000
lexus,lx,2000,other,gas,automatic,5.7,460000,hail,46000
gmc,yukon,2011,brown,gas,automatic,5.3,293000,aseer,47000
mercedes,s,2006,green,gas,automatic,5,220000,aseer,49000
toyota,land cruiser,2005,blue,gas,automatic,4,446000,riyadh,50000
lexus,lx,2007,other,gas,automatic,8,590000,makkah,50000
toyota,hilux,2013,white,gas,manual,2.7,290000,tabouk,55000
gmc,yukon,2013,white,gas,automatic,2.7,300000,makkah,55000
chevrolet,camaro,2013,white,gas,automatic,5.7,243000,riyadh,55000
toyota,fortuner,2012,white,gas,automatic,2.7,213000,makkah,58000
toyota,land cruiser,2007,white,gas,manual,4.6,315000,qassim,60000
toyota,fj,2012,white,gas,automatic,4,270000,tabouk,60000
toyota,land cruiser,2007,white,gas,automatic,4.8,514000,riyadh,60000
lexus,es,2013,white,gas,automatic,2.5,239000,makkah,65000
mercedes,s,2008,black,gas,automatic,1,190000,aseer,65000
toyota,land cruiser,2006,blue,gas,automatic,4.6,285000,al-baha,65000
chevrolet,suburban,2012,brown,gas,automatic,5.3,220000,makkah,65000
chevrolet,tahoe,2012,black,gas,automatic,5.3,281000,riyadh,65000
toyota,fj,2012,white,gas,automatic,4,348000,makkah,65000
gmc,yukon,2011,white,gas,automatic,8,200000,makkah,70000
toyota,hilux,2013,white,gas,manual,2.7,186000,aseer,70000
chevrolet,caprice,2009,white,gas,automatic,6.2,200000,makkah,70000
toyota,land cruiser,2006,brown,gas,manual,4.5,239000,aseer,70000
toyota,fj,2012,black,gas,automatic,4,310000,aseer,70000
nissan,patrol,2009,white,gas,manual,1.6,150000,al-jouf,70000
toyota,land cruiser,2009,white,gas,automatic,5,319000,makkah,75000
chevrolet,tahoe,2013,brown,gas,automatic,5.3,206000,makkah,77000
nissan,patrol,2013,other,gas,manual,4,200000,tabouk,80000
toyota,land cruiser,2011,white,gas,automatic,4.6,434000,aseer,85000
toyota,land cruiser,2013,white,gas,automatic,1,495000,riyadh,90000
lexus,ls,2011,white,gas,automatic,4.6,220000,makkah,90000
mercedes,s,2012,other,gas,automatic,3,105000,riyadh,98000
mercedes,s,2011,gray,gas,automatic,3,189000,madinah,100000
toyota,land cruiser,2013,white,gas,automatic,4.6,280000,najran,100000
toyota,land cruiser,2013,white,gas,automatic,4.6,283000,madinah,100000
toyota,land cruiser,2012,white,gas,automatic,4.6,180000,al-jouf,110000
toyota,land cruiser,2012,white,gas,manual,6.6,109000,al-baha,120000
lexus,lx,2012,white,gas,automatic,5.7,394000,riyadh,136000
toyota,land cruiser,2013,white,gas,automatic,4.6,186000,tabouk,138000
lexus,lx,2012,gray,gas,automatic,5.7,309000,makkah,150000
toyota,camry,2008,white,gas,automatic,2.5,250000,riyadh,13000
toyota,fj,2008,brown,gas,automatic,4,575000,riyadh,37000
toyota,camry,2008,white,gas,automatic,2.5,150000,riyadh,18000
toyota,camry,2013,white,gas,automatic,2.5,179000,riyadh,17000
ford,expedition,2012,red,gas,automatic,5.4,300000,makkah,35000
ford,expedition,2011,gray,gas,automatic,5.4,210000,riyadh,32000
hyundai,tucson,2007,gray,gas,automatic,1.6,310000,eastern,13000
toyota,corolla,2013,white,gas,cvt,1.5,328000,makkah,14000
toyota,corolla,2013,white,gas,automatic,1.6,133000,makkah,14000
ford,fusion,2012,white,gas,automatic,2.5,275000,eastern,23000
ford,expedition,2006,gray,gas,automatic,5.4,330000,eastern,12000
ford,expedition,2006,gray,gas,automatic,5.4,330000,eastern,12000
toyota,camry,2007,black,gas,automatic,2.5,213000,makkah,11000
toyota,yaris,2013,gray,gas,automatic,1.5,242000,makkah,20000
gmc,acadia,2007,gray,gas,automatic,3.6,229000,makkah,20000
hyundai,tucson,2007,gray,gas,manual,1.6,300000,eastern,15000
toyota,camry,2013,white,gas,automatic,2.5,230000,eastern,22000
hyundai,sonata,2011,white,gas,automatic,2.5,226000,eastern,18000
toyota,camry,2004,blue,gas,automatic,2.5,650000,makkah,5000
kia,optima,2012,white,gas,automatic,2.4,850000,riyadh,25000
toyota,camry,2008,white,gas,automatic,2.5,880000,qassim,15000
toyota,camry,2004,blue,gas,automatic,2.5,650000,makkah,5000
mercedes,sel,1986,gray,gas,automatic,3,500000,tabouk,5500
kia,optima,2006,white,gas,manual,1.3,290000,makkah,6000
ford,crown victoria,2001,white,gas,automatic,4.6,350000,aseer,6000
toyota,cressida,1996,white,gas,manual,1.5,100000,madinah,6500
chevrolet,suburban,1999,green,gas,automatic,5.3,250000,hail,6500
nissan,sunny,2000,green,gas,manual,1.3,120000,qassim,7000
nissan,datsun,1984,white,gas,manual,2.4,248000,riyadh,7000
nissan,sunny,2011,white,gas,manual,1.4,290000,riyadh,7000
ford,explorer,2005,black,gas,automatic,4,300000,eastern,7000
hyundai,elantra,2006,white,gas,automatic,2,100000,eastern,7000
toyota,corolla,1997,white,gas,manual,1.3,32500,eastern,7000
nissan,altima,2009,white,gas,automatic,2.5,400000,riyadh,7500
chevrolet,optra,2009,gray,gas,manual,2,290000,eastern,7500
gmc,sierra,1992,white,gas,automatic,3.5,445000,riyadh,8000
chevrolet,trailblazer,2007,black,gas,automatic,3.6,400000,jizan,8000
chevrolet,aveo,2007,blue,gas,manual,1.6,280000,makkah,8000
ford,explorer,2003,white,gas,automatic,4,360000,eastern,8000
gmc,suburban,2004,green,gas,automatic,5.3,300000,riyadh,8000
chevrolet,optra,2010,gray,gas,automatic,1.6,206000,makkah,8000
mercedes,e,1983,white,gas,automatic,2,500000,riyadh,8500
mercedes,e,1998,brown,gas,automatic,3.2,490000,eastern,8500
kia,rio,2008,blue,gas,manual,1,323880,makkah,9000
chevrolet,lumina,2006,gray,gas,automatic,3.8,306000,eastern,9000
chevrolet,optra,2011,white,gas,automatic,1.6,216000,riyadh,9000
chevrolet,optra,2008,blue,gas,automatic,1.6,253250,makkah,9000
hyundai,accent,2007,blue,gas,manual,1.6,382010,riyadh,9000
gmc,suburban,2002,gray,gas,automatic,5.3,30000,riyadh,9000
ford,explorer,2004,red,gas,automatic,4,400000,riyadh,9000
nissan,sunny,2010,white,gas,automatic,1.3,294000,eastern,9000
ford,crown victoria,2003,gray,gas,automatic,4.6,300000,madinah,9000
chevrolet,spark,2012,white,gas,manual,4.2,217912,eastern,9500
toyota,cressida,1993,white,gas,manual,2.2,49500,aseer,9500
gmc,suburban,1994,gray,gas,automatic,5.3,90531,riyadh,9500
mercedes,sel,1995,black,gas,automatic,3,252611,aseer,10000
ford,crown victoria,2002,green,gas,automatic,4.6,368000,aseer,10000
ford,crown victoria,2002,gray,gas,automatic,4.5,438074,aseer,10000
nissan,sunny,2008,white,gas,manual,1.5,275000,riyadh,10000
toyota,camry,2001,white,gas,manual,1.4,399000,eastern,10000
chevrolet,trailblazer,2006,gray,gas,automatic,3.6,457000,riyadh,10000
hyundai,elantra,2011,white,gas,manual,2,337000,makkah,10000
nissan,maxima,2006,other,gas,manual,3,400000,makkah,10000
chevrolet,cruze,2013,brown,gas,automatic,1.6,181000,makkah,10000
nissan,pathfinder,2002,gray,gas,automatic,3.3,550000,eastern,10000
gmc,sierra,2000,white,gas,automatic,1.5,400000,makkah,10000
ford,crown victoria,1999,yellow,gas,automatic,4.6,388000,najran,10000
gmc,yukon,2002,black,gas,automatic,5.3,300000,makkah,10000
kia,picanto,2010,gray,gas,manual,1,200000,makkah,10000
chevrolet,malibu,2010,gray,gas,automatic,2.5,135000,madinah,10000
ford,focus,2011,white,gas,automatic,1.6,181000,makkah,10000
nissan,sunny,2011,white,gas,manual,1.6,311000,riyadh,10000
ford,crown victoria,2001,gray,gas,automatic,4.6,293000,riyadh,10000
ford,crown victoria,1996,gray,gas,automatic,4.6,325000,makkah,10000
ford,crown victoria,2003,gray,gas,automatic,4.6,300000,riyadh,10000
ford,crown victoria,1999,other,gas,automatic,4.6,400000,riyadh,10000
toyota,camry,2007,gray,gas,manual,1.1,450000,riyadh,11000
chevrolet,cruze,2010,white,gas,manual,1.8,184700,riyadh,11000
chevrolet,aveo,2011,blue,gas,manual,1.2,102000,qassim,11000
chevrolet,epica,2009,white,gas,automatic,2,370000,makkah,11000
toyota,cressida,1994,white,gas,manual,4,277000,madinah,11000
nissan,sunny,2009,yellow,gas,automatic,1,377000,riyadh,11000
chevrolet,suburban,1994,green,gas,automatic,5.3,230000,riyadh,11000
ford,expedition,2003,green,gas,automatic,5.4,364800,makkah,11000
toyota,cressida,1993,white,gas,manual,4,492000,riyadh,11000
gmc,savana,1999,red,gas,automatic,1.5,200000,makkah,11500
kia,rio,2011,black,gas,manual,1.4,218000,eastern,11500
hyundai,accent,2010,gray,gas,manual,1.4,273000,riyadh,12000
ford,crown victoria,1997,green,gas,automatic,4.8,377000,eastern,12000
chevrolet,lumina,2008,black,gas,automatic,3.6,205000,eastern,12000
nissan,armada,2006,blue,gas,automatic,5.6,100000,makkah,12000
lexus,ls,1997,green,gas,automatic,4,361000,riyadh,12000
nissan,pathfinder,2005,white,gas,automatic,3.5,300000,riyadh,12000
toyota,camry,2001,gray,gas,manual,2.5,439000,eastern,12000
ford,muang,2001,other,gas,automatic,3.8,163000,eastern,12000
nissan,maxima,2002,other,gas,automatic,3,340000,makkah,12000
nissan,altima,2006,brown,gas,automatic,2.5,392000,riyadh,12000
chevrolet,optra,2006,red,gas,automatic,1.6,241000,madinah,12000
toyota,previa,2002,green,gas,automatic,2.9,30923,riyadh,12000
ford,expedition,2006,gray,gas,automatic,5.4,200000,madinah,12000
nissan,maxima,2000,gray,gas,manual,3.5,400000,makkah,12500
gmc,sierra,2002,white,gas,manual,1.4,252000,makkah,12500
nissan,x-trail,2006,white,gas,automatic,2.5,238000,eastern,13000
nissan,pathfinder,2006,blue,gas,automatic,3.5,300000,riyadh,13000
hyundai,elantra,2011,white,gas,manual,2,300000,najran,13000
chevrolet,tahoe,2003,other,gas,automatic,5.3,488000,makkah,13000
ford,crown victoria,2003,other,gas,automatic,4.6,500000,aseer,13000
gmc,suburban,1995,green,gas,automatic,5.3,215000,riyadh,13000
toyota,camry,2005,black,gas,automatic,2.5,437000,qassim,13000
ford,crown victoria,2008,yellow,gas,automatic,4.6,210000,riyadh,13000
hyundai,elantra,2007,gray,gas,manual,1.6,191700,makkah,13000
toyota,yaris,2010,gray,gas,manual,1.3,350000,makkah,13000
chevrolet,aveo,2014,gray,gas,automatic,1.6,88000,eastern,13000
toyota,hilux,1997,white,gas,manual,2.7,30000,madinah,13000
ford,crown victoria,1995,green,gas,automatic,4.6,180000,aseer,13000
chevrolet,trailblazer,2005,blue,gas,automatic,2,213000,aseer,13500
chevrolet,tahoe,2005,black,gas,automatic,7.9,404846,eastern,13500
kia,cerato,2010,gray,gas,automatic,1.6,293300,makkah,13500
ford,focus,2013,gray,gas,automatic,1.6,145000,riyadh,14000
hyundai,accent,2011,white,gas,automatic,1.8,285205,madinah,14000
nissan,pathfinder,2001,gray,gas,automatic,2.7,546473,madinah,14000
toyota,camry,2002,green,gas,manual,2.4,450000,najran,14000
toyota,land cruiser,1983,brown,gas,manual,3.8,300000,eastern,14000
toyota,yaris,2011,green,gas,automatic,1.3,300500,aseer,14000
chevrolet,trailblazer,2005,gray,gas,automatic,3.6,150000,eastern,14000
gmc,suburban,2006,yellow,gas,automatic,5.2,500000,makkah,14000
gmc,envoy,2009,other,gas,automatic,4.2,242000,makkah,14250
nissan,bus urvan,2010,white,gas,manual,2.7,201200,eastern,14500
chevrolet,cruze,2013,gray,gas,automatic,1.8,197000,eastern,14500
ford,fusion,2012,white,gas,automatic,2.5,219000,jizan,14500
mercedes,s,2006,white,gas,automatic,4.3,235115,riyadh,15000
chevrolet,suburban,2001,gray,gas,automatic,5.3,500000,riyadh,15000
mercedes,s,1995,gray,gas,automatic,3,200000,aseer,15000
gmc,suburban,2004,brown,gas,automatic,5.3,111878,eastern,15000
nissan,sunny,2007,gray,gas,manual,2.8,300020,aseer,15000
toyota,corolla,2009,blue,gas,automatic,1.6,480000,riyadh,15000
toyota,yaris,2015,gray,gas,automatic,1.5,185000,makkah,15000
hyundai,accent,2011,gray,gas,manual,1.5,230000,makkah,15000
ford,crown victoria,2005,gray,gas,automatic,4.6,270000,makkah,15000
toyota,cressida,1993,white,gas,manual,1.2,25000,makkah,15000
nissan,sunny,2011,white,gas,automatic,1.5,182000,eastern,15000
hyundai,accent,2012,white,gas,manual,1.6,228000,makkah,15000
toyota,previa,2009,gray,gas,automatic,1.7,400000,riyadh,15000
ford,crown victoria,2007,yellow,gas,automatic,4.6,480000,riyadh,15000
nissan,pathfinder,2006,blue,gas,automatic,4,325000,riyadh,15000
gmc,suburban,2001,brown,gas,automatic,5.3,300000,makkah,15000
nissan,sunny,2011,gray,gas,automatic,1.6,212000,riyadh,15000
ford,crown victoria,2008,white,gas,automatic,4.6,380000,makkah,15000
toyota,yaris,2011,other,gas,manual,1.5,330000,eastern,15000
toyota,camry,2004,white,gas,manual,2.5,400000,riyadh,15000
chevrolet,caprice,2009,white,gas,automatic,6,350000,al-baha,15000
chevrolet,trailblazer,2008,brown,gas,automatic,3.6,128000,riyadh,15000
nissan,pathfinder,2006,brown,gas,automatic,4,300000,riyadh,15000
hyundai,sonata,2007,other,gas,automatic,2.4,255559,madinah,15000
gmc,yukon,2003,yellow,gas,automatic,5.3,240000,riyadh,15000
ford,explorer,2006,red,gas,automatic,2.6,35000,aseer,15000
nissan,maxima,2004,gray,gas,automatic,3,230000,riyadh,15000
chevrolet,caprice,2009,blue,gas,manual,6,230945,tabouk,15000
ford,expedition,2003,brown,gas,automatic,8,246000,madinah,15000
kia,carnival,2009,white,gas,automatic,3.8,176000,makkah,15000
toyota,camry,2001,white,gas,automatic,9,150000,makkah,15000
toyota,corolla,2003,gray,gas,automatic,1,50000,riyadh,15000
gmc,suburban,1994,blue,gas,automatic,5.7,357624,madinah,15000
gmc,yukon,2001,other,gas,automatic,5.3,28000,aseer,15000
toyota,camry,2002,gray,gas,automatic,4,20000,qassim,15000
ford,crown victoria,2006,blue,gas,automatic,3.5,307000,qassim,15000
nissan,altima,2006,black,gas,automatic,2.5,247000,riyadh,15000
kia,sorento,2006,blue,gas,manual,3.5,257000,eastern,15000
mercedes,s,2003,white,gas,automatic,3,440000,tabouk,16000
hyundai,sonata,2013,white,gas,manual,2.4,490000,eastern,16000
hyundai,accent,2013,white,gas,automatic,1.4,85000,madinah,16000
chevrolet,suburban,2004,gray,gas,automatic,5.3,368000,riyadh,16000
toyota,camry,2000,white,gas,automatic,1.6,40000,eastern,16000
ford,explorer,2009,black,gas,automatic,4,211000,riyadh,16000
hyundai,sonata,2007,gray,gas,automatic,3.3,196000,eastern,16000
ford,edge,2007,black,gas,automatic,1.4,350000,makkah,16500
chevrolet,malibu,2010,blue,gas,automatic,3.6,26000,riyadh,17000
toyota,camry,2008,white,gas,manual,2.4,388000,al-baha,17000
nissan,patrol,1997,gray,gas,automatic,4,200000,qassim,17000
toyota,camry,2008,other,gas,automatic,1.7,280000,makkah,17000
toyota,camry,2001,yellow,gas,automatic,2.5,346900,eastern,17000
kia,cerato,2012,white,gas,automatic,1.6,312287,riyadh,17000
ford,crown victoria,2009,yellow,gas,automatic,4.6,300000,riyadh,17000
hyundai,azera,2008,black,gas,automatic,2.7,407767,eastern,17000
mercedes,ml,2002,green,gas,automatic,3.2,297846,riyadh,17000
chevrolet,caprice,2007,gray,gas,automatic,3.6,263000,riyadh,17000
chevrolet,malibu,2015,blue,gas,automatic,2.5,121000,riyadh,17000
ford,crown victoria,2008,blue,gas,automatic,9,115000,riyadh,17000
toyota,camry,2005,brown,gas,automatic,1,488000,riyadh,17000
chevrolet,lumina,2005,green,gas,automatic,1.6,92000,qassim,17500
hyundai,elantra,2012,gray,gas,automatic,1.8,222000,makkah,17500
toyota,innova,2006,black,gas,manual,2.5,498000,riyadh,18000
toyota,corolla,2010,green,gas,manual,1.5,318800,makkah,18000
gmc,suburban,2004,black,gas,automatic,5.3,452800,jizan,18000
chevrolet,cruze,2013,white,gas,automatic,1.8,120000,makkah,18000
chevrolet,cruze,2013,white,gas,automatic,1.8,120000,makkah,18000
chevrolet,trailblazer,2008,other,gas,automatic,3.6,220000,makkah,18000
nissan,datsun,2012,white,gas,manual,1,333000,makkah,18000
ford,fusion,2012,gray,gas,automatic,2.5,300000,eastern,18000
toyota,innova,2006,white,gas,manual,2.7,550000,riyadh,18000
ford,explorer,2006,gray,gas,automatic,3.5,405000,riyadh,18000
gmc,yukon,1995,green,gas,automatic,5.3,275000,eastern,18000
ford,crown victoria,2010,blue,gas,automatic,4.6,200000,riyadh,18000
ford,crown victoria,2007,blue,gas,automatic,4.6,260000,tabouk,18000
mercedes,ml,2000,gray,gas,automatic,3.3,111744,makkah,18000
toyota,corolla,2006,yellow,gas,manual,1.8,320000,eastern,18000
chevrolet,tahoe,2003,black,gas,automatic,5.3,45000,riyadh,18000
kia,rio,2014,gray,gas,automatic,1.4,196,eastern,18000
ford,crown victoria,2009,white,gas,automatic,4.6,338000,makkah,18000
toyota,land cruiser,1978,other,gas,manual,4,400000,riyadh,18000
nissan,datsun,1998,white,gas,manual,2.4,400000,makkah,18000
kia,picanto,2015,other,gas,automatic,1,85000,eastern,18000
kia,picanto,2015,other,gas,automatic,1,133000,madinah,18500
kia,picanto,2015,other,gas,automatic,1,136000,madinah,18500
nissan,sentra,2014,gray,gas,automatic,1.4,165000,riyadh,18500
kia,picanto,2015,gray,gas,automatic,1,142000,madinah,18500
gmc,suburban,2004,gray,gas,automatic,5.3,135000,aseer,18500
hyundai,sonata,2012,white,gas,automatic,2.4,487000,tabouk,19000
ford,taurus,2010,black,gas,automatic,3.5,406593,makkah,19000
nissan,sunny,2011,white,gas,automatic,1.4,108000,riyadh,19000
ford,crown victoria,2010,gray,gas,automatic,5,270000,riyadh,19000
mercedes,ml,2005,blue,gas,automatic,3.7,356000,makkah,19000
toyota,camry,2008,white,gas,manual,2.4,360000,makkah,19000
nissan,pathfinder,2009,white,gas,automatic,2,245000,eastern,19000
gmc,acadia,2008,gray,gas,automatic,3.6,229000,makkah,19000
